id,gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
17466,Female,Driver,11.09,1.85,9.58,1.48,91
17467,Male,Scientist,7.36,8.79,6.91,0.94,77
17468,Female,Artist,21.64,2.19,0.18,0,27
17469,Male,Teacher,6.56,6.11,8.33,3,80
17470,Male,Office Worker,8.03,7.65,8.32,0,72
17471,Male,Manager,13.69,1.1,7.13,2.07,73
17472,Male,Office Worker,7.52,6.54,9.53,0.41,91
17473,Male,Artist,4.42,10.33,6.25,3,86
17474,Female,Consultant,9.13,4.46,7.51,2.9,81
17475,Male,Healthcare Worker,10.56,3.42,8.41,1.6,86
17476,Female,Freelancer,10.81,3.37,8.7,1.12,83
17477,Male,Entrepreneur,15.62,1.1,4.69,2.59,63
17478,Female,Manual Laborer,8.49,4.36,8.99,2.16,65
17479,Female,Engineer,9.91,5.28,6.92,1.89,82
17480,Male,Entrepreneur,14.04,2.11,7.85,0,73
17481,Male,Entrepreneur,14.71,1,6.53,1.76,71
17482,Male,Office Worker,9.39,4.59,9.48,0.54,71
17483,Female,Engineer,8.86,4.07,8.78,2.3,88
17484,Female,Engineer,7.05,9.38,6.54,1.03,66
17485,Female,Office Worker,8.34,3.65,9.75,2.26,83
17486,Female,Office Worker,7.17,7.16,6.89,2.78,87
17487,Male,Healthcare Worker,8.18,6.06,8.98,0.78,84
17488,Male,Freelancer,7.51,4.96,10.26,1.27,56
17489,Male,Teacher,20.71,1.09,2.2,0,27
17490,Male,Driver,11.5,5.13,6.15,1.23,71
17491,Male,Artist,8.41,5.98,7.63,1.98,89
17492,Female,Healthcare Worker,11.14,2.68,9.44,0.74,84
17493,Female,Scientist,10.5,2.57,9.65,1.28,79
17494,Female,Artist,5.75,9.87,8.39,0,99
17495,Male,Engineer,9.14,7.19,7.14,0.53,72
17496,Male,Office Worker,7.2,9.52,6.65,0.64,71
17497,Female,Driver,10.45,1.33,9.9,2.31,75
17498,Male,Driver,11.22,4.34,6.73,1.72,75
17499,Female,Retail Worker,9.76,5.9,7.37,0.97,79
17500,Male,Freelancer,7.46,7.63,7.79,1.11,83
17501,Male,Driver,8.19,6.02,8.15,1.64,96
17502,Male,Retail Worker,9.65,4.51,8.58,1.25,67
17503,Male,Retail Worker,6.62,8.28,8.56,0.54,89
17504,Female,Consultant,8.52,7.05,6.53,1.89,79
17505,Male,Artist,0.66,3.21,19.89,0.24,50
17506,Male,Technician,2.26,5.98,14.85,0.91,54
17507,Male,Manager,12.61,1,7.65,2.74,74
17508,Male,Manager,11.61,7.34,5.06,0,82
17509,Female,Technician,7.37,9.53,6.42,0.68,94
17510,Male,Driver,10.79,1,9.76,2.45,72
17511,Male,Office Worker,9.42,3.62,8.43,2.53,85
17512,Male,Manager,8.23,7.19,6.42,2.16,85
17513,Female,Scientist,9.8,7.2,6.57,0.43,75
17514,Male,Freelancer,6.28,8.55,8.41,0.76,91
17515,Male,Consultant,6.33,10.55,5.92,1.2,79
17516,Female,Manual Laborer,9.74,3.81,7.45,3,79
17517,Male,Healthcare Worker,11.59,4.17,7.58,0.66,62
17518,Male,Driver,8.78,7.32,7.82,0.08,77
17519,Male,Retail Worker,8.8,5.52,6.81,2.87,86
17520,Female,Freelancer,5.06,8.68,7.85,2.4,95
17521,Male,Scientist,10.67,5.56,4.78,3,77
17522,Female,Consultant,9.12,4.58,7.3,3,85
17523,Female,Manager,13.71,1,7.29,2,67
17524,Male,Healthcare Worker,8.53,7.91,7.36,0.2,79
17525,Female,Technician,8.25,6.91,7.84,1,96
17526,Male,Engineer,7.42,7.95,6.99,1.64,100
17527,Male,Freelancer,8.17,8.76,6.99,0.09,88
17528,Female,Manual Laborer,11.61,5.87,5.18,1.33,85
17529,Female,Engineer,8.51,7.53,6.6,1.36,82
17530,Female,Retail Worker,6.58,3.27,11.15,3,87
17531,Male,Entrepreneur,11.95,1.84,8.95,1.26,74
17532,Female,Consultant,8.32,3.51,10.36,1.81,69
17533,Male,Scientist,9.75,5.18,6.39,2.67,84
17534,Male,Manager,10.89,5.54,7.08,0.48,82
17535,Male,Engineer,9.09,2.61,10.02,2.28,73
17536,Male,Freelancer,6.21,7.69,9.78,0.32,78
17537,Female,Freelancer,9.72,2.07,9.37,2.84,87
17538,Female,Driver,9.75,5.05,9.19,0.01,85
17539,Female,Retail Worker,6.69,7.95,9.36,0,86
17540,Female,Manager,10.38,4.79,7.73,1.1,85
17541,Male,Driver,0.22,20.85,0.75,2.18,76
17542,Male,Retail Worker,6.12,6.74,8.15,3,97
17543,Female,Retail Worker,9.39,2.64,8.97,3,88
17544,Male,Teacher,7.5,6.97,7.35,2.18,84
17545,Female,Office Worker,2.3,1.74,19.22,0.74,44
17546,Male,Office Worker,9.24,7.48,7.08,0.2,87
17547,Male,Freelancer,6.21,4.67,11.18,1.95,55
17548,Male,Office Worker,7.92,5.13,8.51,2.45,84
17549,Male,Manual Laborer,10.17,6.56,6.62,0.65,79
17550,Female,Healthcare Worker,8.71,4.04,10.01,1.24,78
17551,Male,Retail Worker,9.58,4.39,8.73,1.3,65
17552,Male,Freelancer,9.23,6.13,8.62,0.02,65
17553,Male,Teacher,7.29,5.4,10.15,1.16,76
17554,Male,Freelancer,10.52,3.43,8.87,1.18,88
17555,Female,Freelancer,7.14,10.69,5.68,0.49,95
17556,Female,Office Worker,9.78,7.2,5.34,1.68,90
17557,Male,Driver,8.52,7.19,7.56,0.73,81
17558,Female,Manual Laborer,11.05,3.04,7.98,1.93,69
17559,Male,Scientist,8.77,4.84,8.01,2.38,75
17560,Female,Artist,5.37,9.97,6.48,2.18,87
17561,Female,Freelancer,6.35,10.18,7.48,0,84
17562,Female,Entrepreneur,14.38,2.18,6.43,1.01,68
17563,Female,Engineer,9.94,4.6,8.98,0.47,85
17564,Male,Entrepreneur,15.32,1,6.81,0.87,68
17565,Female,Consultant,9.54,5,6.46,3,94
17566,Female,Freelancer,7.67,8.71,5.15,2.47,90
17567,Male,Manager,12.53,4.14,6.67,0.67,83
17568,Female,Entrepreneur,11.68,4.27,7.12,0.93,79
17569,Male,Manager,8.99,6.27,8.75,0,79
17570,Male,Artist,4.57,11.65,6.72,1.06,71
17571,Female,Freelancer,11.22,2.56,9.88,0.35,72
17572,Male,Freelancer,8.01,6.39,6.7,2.89,61
17573,Male,Entrepreneur,12.89,1.9,7.27,1.94,79
17574,Female,Scientist,8.37,5.54,7.69,2.4,91
17575,Male,Technician,7.15,8.47,6.34,2.05,88
17576,Male,Scientist,9.4,4.55,7.05,3,95
17577,Female,Technician,8.95,6.21,6.73,2.11,90
17578,Male,Artist,8.3,7.88,7.21,0.61,76
17579,Female,Retail Worker,9.94,7.11,6.08,0.87,85
17580,Female,Manual Laborer,11.2,2.88,9.92,0,72
17581,Female,Driver,8.71,6.07,8.88,0.33,84
17582,Female,Office Worker,9.94,4.33,7.89,1.84,92
17583,Male,Freelancer,7.45,6.48,8.94,1.14,77
17584,Male,Office Worker,8.34,5.82,9.84,0,78
17585,Female,Retail Worker,7.71,7.16,7.98,1.15,78
17586,Male,Manual Laborer,8.11,4.55,8.34,3,93
17587,Female,Manager,13.25,5.94,4.2,0.61,80
17588,Female,Artist,9.63,5.01,6.98,2.38,79
17589,Male,Office Worker,23.01,0.7,0.28,0,25
17590,Male,Driver,9.66,5.07,7.75,1.52,83
17591,Female,Artist,6.1,10.77,6.08,1.05,92
17592,Female,Scientist,9.21,3.89,8.57,2.33,86
17593,Male,Retail Worker,7.74,5.3,9.35,1.61,77
17594,Female,Healthcare Worker,8.14,6.97,6.51,2.39,82
17595,Male,Retail Worker,7.91,9.69,6.4,0,79
17596,Female,Driver,11.82,1.41,8.18,2.59,87
17597,Female,Technician,9.59,4.74,7.22,2.45,82
17598,Male,Engineer,9.41,6.23,7.19,1.17,86
17599,Female,Office Worker,9.35,5.19,8.88,0.58,66
17600,Female,Consultant,7.96,7.79,7.83,0.41,96
17601,Female,Scientist,8.97,5.63,8.77,0.63,79
17602,Male,Scientist,10.92,5.1,7.36,0.62,78
17603,Female,Freelancer,8.51,7.39,7.02,1.08,81
17604,Male,Healthcare Worker,9.82,6.45,4.99,2.74,83
17605,Female,Manual Laborer,9.2,9.5,5.3,0,91
17606,Male,Scientist,10.63,3.69,7.09,2.59,78
17607,Female,Engineer,9.62,4.3,7.58,2.49,90
17608,Female,Manual Laborer,9.36,4.88,8.32,1.44,92
17609,Female,Technician,7.53,8.3,7.39,0.79,86
17610,Female,Entrepreneur,14.18,3.26,5.01,1.55,70
17611,Female,Retail Worker,6.75,8.56,6.71,1.98,100
17612,Male,Scientist,10.45,5.62,5.73,2.2,80
17613,Male,Manual Laborer,10.45,3.3,8.91,1.34,66
17614,Male,Manager,11.58,4.89,4.91,2.62,69
17615,Female,Manager,11.61,3.85,7.3,1.24,81
17616,Male,Driver,8.35,4.99,8.38,2.28,75
17617,Male,Engineer,9.25,5.46,6.95,2.34,96
17618,Male,Manual Laborer,9.04,10.2,3.95,0.81,84
17619,Male,Manager,13,3.2,6.76,1.04,63
17620,Female,Manager,10.49,1.73,9.6,2.17,79
17621,Female,Scientist,8.75,9.86,5.22,0.17,87
17622,Male,Engineer,8.1,6.17,7.38,2.35,92
17623,Male,Scientist,9.22,7.59,6.54,0.65,97
17624,Female,Retail Worker,7.65,1.2,14.4,0.76,70
17625,Female,Consultant,10.28,3.29,8.85,1.58,84
17626,Male,Technician,0.37,19.98,1.84,1.82,68
17627,Female,Engineer,7.6,7.58,7.24,1.58,93
17628,Female,Freelancer,8.37,5.32,8.49,1.81,72
17629,Female,Freelancer,6.63,7.86,7.57,1.94,90
17630,Female,Healthcare Worker,9.72,4.55,9.29,0.43,72
17631,Male,Manual Laborer,10.83,5.01,7.83,0.33,78
17632,Female,Retail Worker,19.96,1.45,2.59,0,31
17633,Female,Consultant,11.67,6.08,5.98,0.27,88
17634,Female,Consultant,11.54,1.56,8.5,2.39,84
17635,Male,Manual Laborer,9.86,4.28,9.71,0.14,57
17636,Male,Driver,10.75,6.16,5.02,2.07,78
17637,Female,Entrepreneur,11.59,3.01,6.4,3,77
17638,Female,Engineer,9.25,6.43,7.66,0.65,92
17639,Female,Teacher,7.44,9.75,6.81,0,83
17640,Female,Engineer,8.7,4.71,7.59,3,89
17641,Male,Office Worker,9.45,8.68,5.69,0.17,80
17642,Male,Scientist,8.42,7.35,6.51,1.72,88
17643,Female,Artist,7.53,8.91,6.18,1.38,74
17644,Female,Technician,8.62,9.58,5.62,0.18,96
17645,Male,Driver,10.34,4.4,6.83,2.43,80
17646,Female,Scientist,10.19,4.75,8.77,0.3,68
17647,Male,Healthcare Worker,11.24,6.21,5.74,0.8,62
17648,Female,Teacher,7.46,8.18,5.71,2.64,98
17649,Female,Retail Worker,6.07,9.97,6.33,1.63,100
17650,Female,Freelancer,2.22,18.48,1.39,1.91,79
17651,Female,Manual Laborer,10.55,5.46,7.83,0.16,82
17652,Male,Retail Worker,8.35,5.55,8.09,2.01,86
17653,Female,Artist,9.49,4.42,8.73,1.36,80
17654,Male,Retail Worker,6.98,7.93,8.35,0.74,75
17655,Male,Manager,11.55,3.46,8.45,0.54,75
17656,Female,Consultant,3.19,16.53,2.63,1.65,77
17657,Female,Teacher,6.7,6.43,8.94,1.94,79
17658,Female,Teacher,8.47,8.51,6.09,0.93,87
17659,Female,Artist,7.56,8.41,6.09,1.94,90
17660,Female,Freelancer,11.47,2.88,9.32,0.34,74
17661,Female,Engineer,7.53,7.47,8.35,0.65,86
17662,Female,Scientist,10.18,3.11,7.71,3,81
17663,Female,Entrepreneur,0.42,16.13,4.28,3.16,100
17664,Female,Consultant,6.93,8.8,6.06,2.2,89
17665,Female,Driver,10.48,2.11,9.04,2.37,78
17666,Female,Entrepreneur,11.15,3.7,6.62,2.53,88
17667,Female,Office Worker,8.97,6.88,7.31,0.84,87
17668,Female,Office Worker,8.54,8.45,5.57,1.44,76
17669,Male,Driver,10.18,5.33,7.96,0.53,85
17670,Female,Manual Laborer,11.43,1.54,8.03,3,90
17671,Female,Retail Worker,6.97,9.26,5.43,2.34,96
17672,Male,Teacher,7.69,4.36,8.95,3,76
17673,Female,Manual Laborer,10.84,5.88,6.75,0.52,97
17674,Male,Freelancer,9.26,5.07,7.58,2.1,69
17675,Male,Retail Worker,8.29,8.4,6.51,0.79,97
17676,Female,Entrepreneur,14.36,1,5.97,2.67,72
17677,Male,Healthcare Worker,9.28,7.13,7.05,0.54,94
17678,Male,Retail Worker,9.53,1.5,10.63,2.34,77
17679,Male,Office Worker,9.72,7.36,6.55,0.37,88
17680,Male,Driver,10.78,2.99,8.68,1.55,80
17681,Male,Technician,9.32,2.51,9.17,3,82
17682,Male,Entrepreneur,15.89,1,4.4,2.71,77
17683,Female,Artist,8.11,9.7,5.26,0.93,76
17684,Male,Office Worker,7.12,7.23,9.56,0.09,69
17685,Female,Scientist,18.86,4.7,0.44,0,46
17686,Female,Consultant,11.22,5.46,5.86,1.46,69
17687,Male,Scientist,7.1,6.15,8.29,2.46,83
17688,Female,Freelancer,8.57,9.44,4.63,1.35,90
17689,Male,Technician,7.64,5.76,7.67,2.92,86
17690,Male,Entrepreneur,11.12,3.31,8.1,1.47,80
17691,Female,Entrepreneur,13.92,1.92,7.12,1.04,65
17692,Female,Technician,8.66,3.98,9.68,1.68,79
17693,Male,Technician,8.88,6.62,8.3,0.2,83
17694,Male,Consultant,0.49,23.09,0.05,0.37,70
17695,Female,Engineer,8.38,6.78,7.09,1.75,89
17696,Female,Artist,4.9,11.41,4.97,2.73,93
17697,Male,Artist,9.12,6.49,7.6,0.79,73
17698,Male,Teacher,8.97,6.94,7.13,0.96,78
17699,Female,Manager,10.28,6.36,5.14,2.22,89
17700,Male,Office Worker,8.1,7.12,6.81,1.97,92
17701,Male,Consultant,9.89,4.74,6.88,2.48,88
17702,Female,Scientist,9.9,5.73,7.83,0.53,82
17703,Male,Office Worker,8.84,7.29,7.67,0.2,75
17704,Male,Engineer,7.47,6.3,8.8,1.43,70
17705,Male,Entrepreneur,11.8,4.93,6.26,1.01,68
17706,Female,Teacher,8.01,7.58,7.74,0.67,86
17707,Male,Technician,7.17,7.52,7.46,1.85,86
17708,Male,Retail Worker,6.36,12.18,5.46,0,80
17709,Female,Scientist,9.14,4.17,9.59,1.11,70
17710,Male,Artist,4.25,9.08,8.35,2.33,99
17711,Male,Freelancer,8.6,3.65,10.39,1.36,78
17712,Male,Artist,23.67,0.06,0.27,0,25
17713,Male,Retail Worker,7.01,9.21,7.78,0,88
17714,Female,Consultant,10.53,3.34,8.92,1.21,66
17715,Male,Office Worker,9.48,6.49,7.31,0.72,65
17716,Female,Manager,9.71,7.65,4.41,2.23,84
17717,Male,Teacher,6.29,8.09,7.41,2.21,78
17718,Female,Engineer,7.89,8.4,6.86,0.86,93
17719,Female,Freelancer,22.35,1.05,0.59,0,25
17720,Male,Consultant,6.5,9.46,5.05,2.99,82
17721,Female,Entrepreneur,12.99,2.51,7.47,1.02,68
17722,Male,Artist,8.09,8.1,7.23,0.58,91
17723,Female,Scientist,8.44,7.95,7.08,0.52,82
17724,Female,Manual Laborer,8.31,8.22,6.58,0.88,81
17725,Female,Scientist,9.9,3.02,10.36,0.72,69
17726,Male,Engineer,2.97,3,17.06,0.97,61
17727,Female,Office Worker,8.02,6.94,7.57,1.47,83
17728,Female,Office Worker,8.79,4.52,10.41,0.28,65
17729,Female,Technician,8.74,4.9,8.49,1.87,89
17730,Male,Manager,11.11,2.33,8.18,2.38,69
17731,Female,Office Worker,9.99,6.2,6.37,1.44,82
17732,Female,Manager,13.42,1.36,6.22,3,78
17733,Female,Healthcare Worker,10.49,6.74,6.22,0.56,83
17734,Male,Artist,9.08,5.96,7.76,1.2,74
17735,Male,Office Worker,7.07,9.19,6.62,1.12,78
17736,Female,Technician,8.24,6.96,8.8,0,81
17737,Male,Office Worker,8.35,5.72,7.62,2.3,100
17738,Female,Scientist,7.77,6.29,9.87,0.06,77
17739,Female,Teacher,7.81,5.2,8.53,2.46,73
17740,Female,Manager,8.96,6.07,7.7,1.27,86
17741,Female,Entrepreneur,13.18,1.68,7.44,1.7,67
17742,Female,Healthcare Worker,11.68,4.01,6.65,1.66,90
17743,Female,Technician,7.04,11.4,5.25,0.3,91
17744,Male,Entrepreneur,13.21,2.72,7.72,0.35,64
17745,Male,Entrepreneur,12.86,1,7.14,3,83
17746,Male,Scientist,7.29,8.8,7.91,0,63
17747,Male,Artist,7.15,10.14,6.67,0.04,79
17748,Female,Driver,10.2,6.11,5.48,2.22,80
17749,Male,Teacher,7.81,6.6,8.03,1.56,80
17750,Female,Manager,9.5,3.55,9.26,1.69,74
17751,Male,Freelancer,8.17,9.39,5.67,0.77,67
17752,Female,Entrepreneur,12.25,4.71,6.77,0.27,80
17753,Male,Retail Worker,8.27,6.83,6.02,2.87,83
17754,Male,Healthcare Worker,11.29,6.67,5.57,0.47,66
17755,Female,Freelancer,9.14,8.24,6.62,0,74
17756,Female,Manual Laborer,11.58,1,8.42,3,91
17757,Male,Freelancer,9.26,3.48,8.26,3,66
17758,Female,Office Worker,7.45,8.77,5.78,2.01,84
17759,Male,Freelancer,9.54,5.44,8.44,0.58,71
17760,Male,Consultant,10.96,2.27,9.19,1.58,67
17761,Male,Technician,8.66,6.49,8.59,0.26,80
17762,Female,Manual Laborer,8.36,5.5,9.26,0.87,72
17763,Female,Freelancer,10.61,3.36,7.46,2.57,85
17764,Female,Teacher,7.88,5.09,8.6,2.43,93
17765,Male,Retail Worker,9.66,7.23,6.62,0.49,76
17766,Male,Teacher,8.61,6.62,7.58,1.19,89
17767,Male,Retail Worker,8.09,6.94,7.4,1.57,81
17768,Female,Manual Laborer,9.33,7.39,6.07,1.21,72
17769,Female,Technician,7.87,6.11,8.15,1.87,100
17770,Female,Healthcare Worker,11.4,6.13,6.39,0.09,87
17771,Male,Engineer,8.21,4.5,9.15,2.15,75
17772,Female,Freelancer,11.67,3.59,7.73,1,77
17773,Male,Teacher,8.63,4.76,9.81,0.8,76
17774,Male,Manual Laborer,8.33,6.99,7.37,1.32,74
17775,Male,Manual Laborer,8.96,3.54,8.5,3,84
17776,Female,Manual Laborer,9.9,4.46,7.76,1.88,93
17777,Female,Manager,8.58,5.52,8.23,1.67,66
17778,Male,Office Worker,8.18,4.66,8.16,3,88
17779,Female,Driver,8.38,5.34,7.36,2.91,89
17780,Female,Healthcare Worker,8.85,9.19,5.5,0.45,78
17781,Male,Consultant,7.17,8.85,6.59,1.39,86
17782,Male,Entrepreneur,13.97,1,6.03,3,70
17783,Male,Freelancer,6.31,10.52,7.08,0.09,80
17784,Female,Office Worker,9.7,5.02,6.85,2.43,84
17785,Male,Teacher,6.15,4.34,10.51,3,82
17786,Female,Healthcare Worker,10.11,5.94,4.96,3,92
17787,Male,Freelancer,5.67,7.52,9.18,1.63,76
17788,Female,Freelancer,7.39,5.93,7.68,3,95
17789,Male,Retail Worker,8.7,6.98,8.33,0,85
17790,Female,Driver,8.98,6.1,8.44,0.49,77
17791,Male,Healthcare Worker,11.45,2.64,8.24,1.67,59
17792,Female,Manual Laborer,9.04,7,7.19,0.77,93
17793,Female,Manager,20.19,0.93,2.88,0,56
17794,Male,Scientist,10.89,4.87,7.09,1.15,78
17795,Female,Manager,12.61,4.41,6.37,0.61,68
17796,Female,Engineer,2.93,5.43,15.17,0.46,48
17797,Female,Teacher,8.6,5.64,9.1,0.66,77
17798,Male,Engineer,8.67,4.95,7.38,3,89
17799,Female,Freelancer,6.34,7.44,7.94,2.28,100
17800,Male,Manager,11.04,3.18,7.55,2.23,85
17801,Female,Freelancer,8.21,7.44,6.27,2.08,100
17802,Male,Teacher,7.22,5.39,9.11,2.29,90
17803,Male,Engineer,7.06,5.32,8.62,3,88
17804,Female,Artist,5.87,6.41,10.12,1.61,74
17805,Male,Teacher,7.83,3.97,9.2,3,92
17806,Female,Driver,10.68,3.63,7.53,2.16,72
17807,Female,Teacher,6.36,8.38,7.31,1.95,100
17808,Female,Entrepreneur,11.6,4.96,7.03,0.41,69
17809,Male,Engineer,7.92,6.61,7.8,1.68,86
17810,Female,Artist,8.73,5.25,8.31,1.71,89
17811,Male,Teacher,6.31,8.66,7.06,1.97,93
17812,Female,Entrepreneur,15.03,1.01,6.01,1.94,74
17813,Female,Driver,9.12,7.88,6.94,0.05,96
17814,Male,Driver,11,2.14,8.26,2.6,66
17815,Male,Consultant,8.02,3.76,9.22,3,71
17816,Female,Scientist,8.28,6.67,7.32,1.73,83
17817,Male,Healthcare Worker,9.91,3.15,9.07,1.87,64
17818,Male,Scientist,10.42,3.14,10.23,0.2,50
17819,Female,Scientist,9.25,7.05,7.07,0.63,90
17820,Female,Manual Laborer,11.97,2.12,8.04,1.87,88
17821,Male,Artist,5.87,11.6,6.51,0.02,79
17822,Female,Freelancer,7,8.79,7.43,0.78,92
17823,Male,Entrepreneur,14.64,1,7.24,1.12,69
17824,Male,Artist,5.02,9.56,6.42,3,89
17825,Female,Artist,7.71,5.49,8.86,1.95,86
17826,Female,Freelancer,11.49,5,6.98,0.53,60
17827,Female,Healthcare Worker,10.78,2.13,8.09,3,77
17828,Female,Scientist,8.07,6.98,5.95,3,89
17829,Male,Office Worker,7.21,5.74,9.15,1.9,72
17830,Male,Office Worker,7.24,6.59,7.18,3,98
17831,Male,Engineer,8.23,10.5,5.15,0.12,83
17832,Female,Artist,5.74,6.54,8.72,3,93
17833,Female,Teacher,8.45,5.96,9.59,0,88
17834,Male,Manual Laborer,9.6,7.91,4.87,1.61,80
17835,Male,Office Worker,7.98,7.55,8.01,0.46,85
17836,Female,Engineer,7.3,6.23,9.54,0.93,76
17837,Male,Healthcare Worker,9.6,5.75,6.5,2.16,84
17838,Female,Entrepreneur,15.26,1,5.87,1.88,62
17839,Female,Entrepreneur,13.06,1,6.94,3,79
17840,Male,Freelancer,10.46,4.27,7.35,1.92,79
17841,Female,Freelancer,11.78,4.07,7.02,1.13,82
17842,Female,Office Worker,9.03,8.97,5.33,0.68,86
17843,Female,Freelancer,8.62,5.84,7.34,2.2,94
17844,Female,Scientist,8.7,10.82,4.32,0.16,83
17845,Male,Entrepreneur,11.82,1,9.99,1.19,73
17846,Female,Freelancer,7.23,8.14,5.68,2.94,71
17847,Male,Manager,9.7,4.87,8.67,0.76,80
17848,Male,Healthcare Worker,8.65,5.31,10.01,0.04,79
17849,Female,Artist,7.85,5.94,7.29,2.92,88
17850,Female,Entrepreneur,14.42,1,8.02,0.56,78
17851,Male,Driver,9.41,4.38,7.99,2.23,94
17852,Male,Office Worker,9.8,7.81,5.79,0.6,92
17853,Male,Driver,9,5.17,7.98,1.85,80
17854,Male,Manual Laborer,8.49,7.16,7.31,1.04,85
17855,Male,Technician,8.96,6.07,6.69,2.28,87
17856,Female,Office Worker,8.64,7.84,6.45,1.07,94
17857,Male,Entrepreneur,10.77,5.76,6.36,1.1,71
17858,Female,Freelancer,19.32,3.64,1.05,0,32
17859,Female,Freelancer,10.45,4.43,7.26,1.86,76
17860,Female,Scientist,9.37,4.77,8.43,1.43,84
17861,Male,Consultant,10.22,6.28,6.48,1.01,96
17862,Female,Technician,8.27,6.14,9.03,0.56,74
17863,Female,Consultant,11.07,2.69,8.03,2.22,75
17864,Male,Technician,8.45,5.76,9.2,0.58,75
17865,Female,Engineer,8.21,6.1,6.69,3,82
17866,Male,Manager,13.77,1,7.69,1.53,54
17867,Male,Driver,8.15,7.47,6.63,1.75,95
17868,Male,Teacher,6.54,10.22,5.53,1.72,91
17869,Female,Manager,12.59,4.89,6.06,0.46,60
17870,Male,Technician,7.86,7.27,7.08,1.79,81
17871,Male,Artist,6.22,6.57,9.48,1.73,79
17872,Male,Driver,8.74,10.17,3.5,1.59,85
17873,Male,Manager,12.54,2.09,7.44,1.93,86
17874,Male,Freelancer,10.98,2.3,8.89,1.83,80
17875,Female,Entrepreneur,13.84,1,8.38,0.78,65
17876,Male,Manager,9.28,6.32,6.49,1.91,89
17877,Female,Freelancer,7.56,7.97,6.47,2,86
17878,Female,Healthcare Worker,8.19,4.46,8.35,3,84
17879,Male,Technician,1.11,4.65,17.32,0.91,63
17880,Male,Technician,8.08,6.2,8.75,0.97,86
17881,Male,Manager,9.04,6.14,7.71,1.11,90
17882,Male,Engineer,8.18,6.38,6.43,3,81
17883,Male,Driver,8.85,3.06,9.6,2.49,69
17884,Male,Manual Laborer,8.75,8.62,5.82,0.82,92
17885,Female,Manager,8.24,7.83,6.23,1.69,95
17886,Male,Teacher,6.97,6.96,7.13,2.94,69
17887,Male,Healthcare Worker,11.53,2.38,7.56,2.53,75
17888,Male,Scientist,19.3,1.6,3.1,0,29
17889,Female,Healthcare Worker,0.04,23.82,0.22,0,71
17890,Female,Artist,5.03,9.61,6.84,2.52,93
17891,Male,Healthcare Worker,11.2,1.45,9.61,1.74,74
17892,Female,Freelancer,9.6,7.71,6.67,0.02,88
17893,Female,Freelancer,6.89,9.29,7.82,0,90
17894,Female,Retail Worker,6.84,9.99,4.36,2.81,84
17895,Female,Office Worker,8.13,8.24,7.46,0.16,96
17896,Male,Technician,9.93,4.47,7.15,2.45,70
17897,Male,Manager,11.87,4.03,6.5,1.6,75
17898,Female,Retail Worker,6.91,8.52,6.62,1.96,99
17899,Female,Scientist,8.77,5.53,8.06,1.64,75
17900,Male,Teacher,6.6,9.6,5.47,2.32,87
17901,Male,Office Worker,9.17,5.79,8.09,0.94,87
17902,Male,Consultant,10.37,4.78,6.26,2.59,80
17903,Male,Freelancer,7.91,5.95,8.77,1.37,87
17904,Male,Entrepreneur,12.76,3.49,5.24,2.51,67
17905,Female,Entrepreneur,2.04,6.4,14.92,0.65,61
17906,Female,Scientist,10.48,5.06,7.22,1.23,98
17907,Female,Teacher,7.09,10.29,6.06,0.57,83
17908,Female,Retail Worker,6.89,4.6,11.58,0.94,69
17909,Female,Office Worker,8.28,4.41,9.21,2.1,82
17910,Female,Scientist,8.37,5.74,8.07,1.81,73
17911,Female,Healthcare Worker,10.06,4.68,6.95,2.31,89
17912,Female,Scientist,9.23,6.54,6.54,1.69,81
17913,Female,Teacher,7.53,8.15,8.21,0.1,79
17914,Male,Consultant,6.09,11.21,6.69,0,99
17915,Female,Retail Worker,6.48,10.4,6.78,0.35,82
17916,Male,Scientist,7.41,3.73,11.04,1.82,71
17917,Male,Teacher,8.46,7.35,7.08,1.11,86
17918,Female,Driver,8.01,7.56,8.16,0.27,89
17919,Female,Engineer,7.72,7.56,7.24,1.47,89
17920,Female,Entrepreneur,11.09,1.68,9.13,2.1,74
17921,Male,Driver,9.73,4.44,8.26,1.57,95
17922,Female,Technician,9.88,1,10.12,3,72
17923,Female,Entrepreneur,12.91,2.2,6.56,2.33,68
17924,Male,Teacher,8.31,4.61,10.51,0.56,67
17925,Male,Scientist,8.47,4.3,8.67,2.56,76
17926,Male,Technician,0.44,23.75,0.46,0,61
17927,Female,Manager,22.62,0.52,0.86,0,25
17928,Female,Office Worker,9.91,6.02,6.51,1.55,82
17929,Female,Retail Worker,8.37,8.64,6.14,0.85,86
17930,Male,Artist,6.29,9.39,8.15,0.17,93
17931,Female,Freelancer,8.78,7.58,6.22,1.42,100
17932,Female,Office Worker,9.18,5.79,6.16,2.87,78
17933,Male,Scientist,10.48,2.93,7.82,2.77,75
17934,Female,Consultant,7.63,8.69,5.08,2.6,91
17935,Female,Driver,8.94,4.09,7.97,3,91
17936,Male,Manager,10.61,5.51,7.69,0.19,77
17937,Female,Scientist,8.29,5.21,8.17,2.33,92
17938,Female,Consultant,6.7,5.5,10.38,1.42,75
17939,Female,Engineer,8.14,8.99,4.9,1.97,91
17940,Female,Engineer,7.31,9.8,5.86,1.02,85
17941,Female,Office Worker,9.4,4.64,8.68,1.28,98
